Price,Description,Address,# Bath,# Bed,# Water Room,Note,ULS,Link
225 000, Appartement à vendre,3460 Rue Hochelaga Mercier/Hochelaga-Maisonneuve (Hochelaga-Maisonneuve),1,2,0,Nouveauté sur le marché,18561270,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/3460-rue-hochelaga-mercier-hochelaga-maisonneuve-hochelaga-maisonneuve-18561270.rmx
275 000, Maison à étages à vendre,226 Ch. du Grand-Quai Rigaud,2,4,0,Nouveauté sur le marché,26013844,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/226-ch-du-grand-quai-rigaud-26013844.rmx
152 900, Appartement à vendre,10 Rue de Deauville Hull,1,2,0,Nouveauté sur le marché,20518287,https://www.remax-quebec.com//fr/condo-a-vendre/10-rue-de-deauville-hull-20518287.rmx
99 900, Maison à étages à vendre,602 Route du Nord Brownsburg-Chatham,1,3,0,Nouveauté sur le marché,26988557,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/602-route-du-nord-brownsburg-chatham-26988557.rmx
324 900, Maison à étages à vendre,1420 Rue Rosalie Drummondville (Saint-Charles-de-Drummond),2,6,1,Nouveauté sur le marché,20421810,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/1420-rue-rosalie-drummondville-saint-charles-de-drummond-20421810.rmx
499 900, Maison de plain-pied à vendre,70 Rue Noémie Cantley,2,4,0,Nouveauté sur le marché,14267399,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/70-rue-noemie-cantley-14267399.rmx
169 900, Maison de plain-pied à vendre,20 Rue Poirier Saint-Rosaire,1,4,0,Nouveauté sur le marché,21425673,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/20-rue-poirier-st-rosaire-21425673.rmx
235 000, Maison de plain-pied à vendre,6 Rue Cowell Lac-Brome,1,3,1,Nouveauté sur le marché,12450633,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/6-rue-cowell-lac-brome-12450633.rmx
139 000, Maison de plain-pied à vendre,1080 Ch. St-Jacques Crabtree,2,3,0,Nouveauté sur le marché,19185879,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/1080-ch-st-jacques-crabtree-19185879.rmx
164 900, Maison à étages à vendre,155 Rue des Cerisiers Masson,1,2,1,Nouveauté sur le marché,16228474,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/155-rue-des-cerisiers-masson-16228474.rmx
5 500 par mois, Maison à étages à louer,62 Av. Highfield Mont-Royal,3,5,1,Nouveauté sur le marché,11236346,https://www.remax-quebec.com//fr/maison-a-louer/62-av-highfield-mont-royal-11236346.rmx
349 900, Maison de plain-pied à vendre,1904 Rue Georges Saint-Hubert,2,5,0,Nouveauté sur le marché,27455922,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/1904-rue-georges-st-hubert-27455922.rmx
239 000, Maison de plain-pied à vendre,10480 Rue de la Sirène Neufchâtel-Est/Lebourgneuf,1,3,0,Nouveauté sur le marché,16365341,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/10480-rue-de-la-sirene-neufchatel-16365341.rmx
319 000, Maison à étages à vendre,279 Route 269 N. Saint-Gilles,1,6,1,Nouveauté sur le marché,14729648,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/279-route-269-n-st-gilles-14729648.rmx
249 000, Appartement à vendre,881 Rue de la Citronnelle Les Chutes-de-la-Chaudière-Est (Saint-Jean-Chrysostome),2,4,0,Nouveauté sur le marché,20838519,https://www.remax-quebec.com//fr/condo-a-vendre/881-rue-de-la-citronnelle-st-jean-chrysostome-20838519.rmx
454 500, Maison à étages à vendre,239 Rue des Fondateurs Aylmer,3,4,1,Nouveauté sur le marché,25183498,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/239-rue-des-fondateurs-aylmer-25183498.rmx
114 500, Maison à étages à vendre,200 Rue Bellerive Charette,1,4,0,Nouveauté sur le marché,23116511,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/200-rue-bellerive-charette-23116511.rmx
425 000, Maison de plain-pied à vendre,41 Rue du Tisserand Desjardins (Lévis) (Lévis),2,4,0,Nouveauté sur le marché,9975779,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/41-rue-du-tisserand-desjardins-levis-levis-9975779.rmx
1 900 par mois, Appartement à louer,2300 Rue Wilfrid-Reid  app.409 Saint-Laurent,2,2,0,Nouveauté sur le marché,13614027,https://www.remax-quebec.com//fr/condo-a-louer-montreal/2300-rue-wilfrid-reid-st-laurent-13614027.rmx
229 900, Maison à paliers multiples à vendre,31 Rue Éric Victoriaville,2,2,0,Nouveauté sur le marché,24131065,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/31-rue-eric-victoriaville-24131065.rmx
138 000, Maison de plain-pied à vendre,168 Rue Cadieux Rosemère,1,1,0,Nouveauté sur le marché,12518375,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/168-rue-cadieux-rosemere-12518375.rmx
395 000, Appartement à vendre,2511 Rue Duvernay  app.202 Saint-Henri/Petite bourgogne,1,2,0,Nouveauté sur le marché,14722647,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/2511-rue-duvernay-st-henri-petite-bourgogne-14722647.rmx
305 074 +TPS/TVQ, Maison à étages à vendre,Rue des Hayes Beauport (Laurentides),1,3,1,Nouveauté sur le marché,27970795,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/rue-des-hayes-beauport-laurentides-27970795.rmx
449 000, Maison à étages à vendre,2535 Rue Livery Saint-Lazare,2,5,1,Nouveauté sur le marché,12605924,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/2535-rue-livery-st-lazare-12605924.rmx
399 900, Maison à étages à vendre,6111 Rue Paulin Auteuil (Laval),1,3,1,Nouveauté sur le marché,10973229,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/6111-rue-paulin-auteuil-10973229.rmx
185 000, Maison de plain-pied à vendre,3090 Rue Duberger Trois-Rivières-Ouest,1,4,1,Nouveauté sur le marché,25501554,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/3090-rue-duberger-trois-rivieres-ouest-25501554.rmx
209 500, Appartement à vendre,957 Rue Noël-Carter  app.110 Sainte-Foy/Sillery/Cap-Rouge (Cité-Universitaire),1,1,0,Nouveauté sur le marché,24141161,https://www.remax-quebec.com//fr/condo-a-vendre-region-de-quebec/957-rue-noel-carter-ste-foy-24141161.rmx
229 000, Maison de plain-pied à vendre,400 Petit-10e Rang Sainte-Marcelline-de-Kildare,1,4,1,Nouveauté sur le marché,15167461,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/400-petit-10e-rang-ste-marcelline-de-kildare-15167461.rmx
142 999, Appartement à vendre,242 Place des Sorbiers Hull,1,2,0,Nouveauté sur le marché,22703612,https://www.remax-quebec.com//fr/condo-a-vendre/242-place-des-sorbiers-hull-22703612.rmx
269 000, Maison à étages à vendre,536 Ch. des Cimes Saint-Sauveur,2,3,1,Nouveauté sur le marché,21150365,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/536-ch-des-cimes-st-sauveur-21150365.rmx
204 400 +TPS/TVQ, Maison de plain-pied à vendre,Rue Lehoux Saint-Frédéric,1,2,0,Nouveauté sur le marché,24003040,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/rue-lehoux-st-frederic-24003040.rmx
139 000, Appartement à vendre,1288 Boul. Maloney E.  app.1 Gatineau,1,2,0,Nouveauté sur le marché,9885785,https://www.remax-quebec.com//fr/condo-a-vendre/1288-boul-maloney-e-gatineau-9885785.rmx
140 000, Maison à étages à vendre,141 Ch. de la Vallée La Malbaie (Charlevoix),1,7,2,Nouveauté sur le marché,12276090,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/141-ch-de-la-vallee-la-malbaie-charlevoix-12276090.rmx
149 000, Maison de plain-pied à vendre,5255 Rue de Boulogne Trois-Rivières-Ouest,2,4,0,Nouveauté sur le marché,18439236,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/5255-rue-de-boulogne-trois-rivieres-ouest-18439236.rmx
348 000, Maison à étages à vendre,195 Rue Couillard Montmagny,3,5,1,Nouveauté sur le marché,15388493,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/195-rue-couillard-montmagny-15388493.rmx
1 389 000, Maison à étages à vendre,370 Av. de Brixton Saint-Lambert,3,5,1,Nouveauté sur le marché,27786756,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/370-av-de-brixton-st-lambert-27786756.rmx
457 500, Appartement à vendre,299 Rue de la Rotonde  app.1204 Île-des-Soeurs,1,2,0,Nouveauté sur le marché,9594837,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/299-rue-de-la-rotonde-ile-des-soeurs-9594837.rmx
235 000, Appartement à vendre,80 Grande Allée E.  app.124 La Cité-Limoilou (Saint-Jean-Baptiste),1,2,0,Nouveauté sur le marché,15697712,https://www.remax-quebec.com//fr/condo-a-vendre-region-de-quebec/80-grande-allee-e-st-jean-batiste-15697712.rmx
282 000, Maison de plain-pied à vendre,3426 Rue du Muguet Jonquière,2,4,0,Nouveauté sur le marché,10520514,https://www.remax-quebec.com//fr/maison-a-vendre-saguenay-lac-st-jean/3426-rue-du-muguet-jonquiere-10520514.rmx
274 000, Maison à étages à vendre,2 Rue du Manoir Delson,1,3,1,Nouveauté sur le marché,27164268,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/2-rue-du-manoir-delson-27164268.rmx
168 000, Maison à un étage et demi à vendre,148 Ch. du Barrage Saint-Narcisse,0,0,0,Nouveauté sur le marché,21705324,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/148-ch-du-barrage-st-narcisse-21705324.rmx
339 000, Maison à étages à vendre,1092 Rue Émile Saint-Césaire,2,3,1,Nouveauté sur le marché,17312654,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/1092-rue-emile-st-cesaire-17312654.rmx
159 900, Maison à étages à vendre,1005 Ch. Kataway Saint-Michel-des-Saints,1,4,1,Nouveauté sur le marché,14655920,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/1005-ch-kataway-st-michel-des-saints-14655920.rmx
250 000, Maison de plain-pied à vendre,3064 Rue St-Georges Jonquière,2,3,0,Nouveauté sur le marché,11647736,https://www.remax-quebec.com//fr/maison-a-vendre-saguenay-lac-st-jean/3064-rue-st-georges-jonquiere-11647736.rmx
209 600 +TPS/TVQ, Maison de plain-pied à vendre,Rue Lehoux Saint-Frédéric,1,2,0,Nouveauté sur le marché,18408698,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/rue-lehoux-st-frederic-18408698.rmx
179 000, Appartement à vendre,2370 Rue Henriette-Céré  app.304 Saint-Hubert,1,2,0,Nouveauté sur le marché,11343571,https://www.remax-quebec.com//fr/condo-a-vendre/2370-rue-henriette-cere-st-hubert-11343571.rmx
424 500, Maison à étages à vendre,135 Rue des Violettes Saint-Mathieu-de-Beloeil,1,4,2,Nouveauté sur le marché,19416852,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/135-rue-des-violettes-st-mathieu-de-beloeil-19416852.rmx
143 500, Maison à étages à vendre,80 Route 132 O. Nouvelle,1,4,0,Nouveauté sur le marché,11813161,https://www.remax-quebec.com//fr/maison-a-vendre-gaspesie-iles-de-la-madeleine/80-route-132-o-nouvelle-11813161.rmx
309 000, Maison à étages à vendre,119 Rue Carole Rougemont,2,4,0,Nouveauté sur le marché,23494395,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/119-rue-carole-rougemont-23494395.rmx
169 000, Maison à étages à vendre,1615 Rue du Bourg-du-Lac Sainte-Adèle,2,3,1,Nouveauté sur le marché,17913603,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/1615-rue-du-bourg-du-lac-ste-adele-17913603.rmx
225 000, Maison de plain-pied à vendre,1015 Rue de Boulogne Les Chutes-de-la-Chaudière-Est (Saint-Jean-Chrysostome),2,4,0,Nouveauté sur le marché,25572392,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/1015-rue-de-boulogne-st-jean-chrysostome-25572392.rmx
162 000, Appartement à vendre,3025 Rue Édouard-Montpetit  app.116 Chomedey (Laval),1,1,0,Nouveauté sur le marché,10309263,https://www.remax-quebec.com//fr/condo-a-vendre-laval-rive-nord/3025-rue-edouard-montpetit-chomedey-10309263.rmx
135 000, Maison mobile à vendre,5400 Route 143 Waterville,1,1,0,Nouveauté sur le marché,19926386,https://www.remax-quebec.com//fr/maison-mobile-a-vendre/5400-route-143-waterville-19926386.rmx
359 000, Maison de plain-pied à vendre,2618 - 2620 Rue Taillon Mercier/Hochelaga-Maisonneuve (Mercier),2,5,0,Nouveauté sur le marché,24763631,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/2618-2620-rue-taillon-mercier-24763631.rmx
164 000, Appartement à vendre,15 Place Alexandre  app.102 La Prairie,1,2,0,Nouveauté sur le marché,22198873,https://www.remax-quebec.com//fr/condo-a-vendre/15-place-alexandre-la-prairie-22198873.rmx
148 500, Maison de plain-pied à vendre,429 Route 204 N. Saint-Gédéon-de-Beauce,2,4,0,Nouveauté sur le marché,15441807,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/429-route-204-n-st-gedeon-de-beauce-15441807.rmx
326 000 +TPS/TVQ, Maison à étages à vendre,Rue St-Honoré Beauport (Laurentides),1,3,1,Nouveauté sur le marché,17183293,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/rue-st-honore-beauport-laurentides-17183293.rmx
368 900, Maison de plain-pied à vendre,14270 Rue du Noroît Mirabel (Saint-Janvier),1,3,0,Nouveauté sur le marché,10350897,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/14270-rue-du-noroit-mirabel-st-janvier-10350897.rmx
87 000, Maison à un étage et demi à vendre,28 Rue Commerciale Saint-Damien-de-Buckland,1,1,0,Nouveauté sur le marché,26917080,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/28-rue-commerciale-st-damien-de-buckland-26917080.rmx
299 000, Maison de plain-pied à vendre,11615 Rue Ste-Catherine E. Pointe-aux-Trembles,2,2,0,Nouveauté sur le marché,28529962,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/11615-rue-ste-catherine-e-pointe-aux-trembles-28529962.rmx
314 900, Maison de plain-pied à vendre,32 Rue des Samares Les Chutes-de-la-Chaudière-Est (Sainte-Hélène-de-Breakeyville),1,3,1,Nouveauté sur le marché,12045232,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/32-rue-des-samares-ste-helene-de-breakeyville-12045232.rmx
219 900, Maison à étages à vendre,2965 Route 335 Saint-Calixte,2,2,0,Nouveauté sur le marché,14775428,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/2965-route-335-st-calixte-14775428.rmx
320 900 +TPS/TVQ, Maison à étages à vendre,Rue St-Honoré Beauport (Laurentides),1,3,1,Nouveauté sur le marché,23938837,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/rue-st-honore-beauport-laurentides-23938837.rmx
224 900, Appartement à vendre,6851 Boul. des Roseraies  app.301 Anjou,1,2,0,Nouveauté sur le marché,24832254,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/6851-boul-des-roseraies-anjou-24832254.rmx
1 500 par mois, Maison de plain-pied à louer,1123 Boul. de L'Assomption Repentigny,1,2,1,Nouveauté sur le marché,24174454,https://www.remax-quebec.com//fr/maison-a-louer/1123-boul-de-l-assomption-repentigny-24174454.rmx
159 000, Maison de plain-pied à vendre,642 Rue Fournier Matane,2,5,0,Nouveauté sur le marché,14641731,https://www.remax-quebec.com//fr/maison-a-vendre-bas-st-laurent/642-rue-fournier-matane-14641731.rmx
199 000, Maison à étages à vendre,2817 Boul. Talbot Stoneham-et-Tewkesbury,1,3,1,Nouveauté sur le marché,17376693,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/2817-boul-talbot-stoneham-tewkesbury-17376693.rmx
3 800 par mois, Appartement à louer,285 Place D'Youville  app.24 Ville-Marie (Vieux-Montréal),1,2,0,Nouveauté sur le marché,18292758,https://www.remax-quebec.com//fr/condo-a-louer-montreal/285-place-d-youville-ville-marie-vieux-montreal-18292758.rmx
299 000, Maison de plain-pied à vendre,3031 Rue Chambalon Sainte-Foy/Sillery/Cap-Rouge (Saint-Louis),2,6,0,Nouveauté sur le marché,28005241,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/3031-rue-chambalon-st-louis-28005241.rmx
150 000, Maison de plain-pied à vendre,940 Rue Principale Saint-Cléophas-de-Brandon,1,2,0,Nouveauté sur le marché,19889011,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/940-rue-principale-st-cleophas-de-brandon-19889011.rmx
699 000, Maison à étages à vendre,185 Rue Toe-Blake Vaudreuil-Dorion,3,6,1,Nouveauté sur le marché,23906071,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/185-rue-toe-blake-vaudreuil-dorion-23906071.rmx
253 000, Appartement à vendre,300 Rue des Manoirs  app.201 Deux-Montagnes,1,2,0,Nouveauté sur le marché,28288078,https://www.remax-quebec.com//fr/condo-a-vendre-laval-rive-nord/300-rue-des-manoirs-deux-montagnes-28288078.rmx
244 900, Maison à étages à vendre,1429 Rue Émond La Haute-Saint-Charles (Val-Bélair),1,3,1,Nouveauté sur le marché,16655796,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/1429-rue-emond-la-haute-saint-charles-val-belair-16655796.rmx
100 000, Maison à un étage et demi à vendre,200 Av. Fiset Donnacona,1,3,0,Nouveauté sur le marché,10459523,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/200-av-fiset-donnacona-10459523.rmx
349 900, Maison de plain-pied à vendre,1052 Av. Seigneur-Lussier Saint-Vincent-de-Paul (Laval),2,4,0,Nouveauté sur le marché,15996190,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/1052-av-seigneur-lussier-st-vincent-de-paul-15996190.rmx
374 900, Maison à étages à vendre,2698 Place des Grives Sainte-Rose (Laval) (Champfleury),1,4,1,Nouveauté sur le marché,16300110,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/2698-place-des-grives-ste-rose-16300110.rmx
774 900, Maison à étages à vendre,11665 Rue Tanguay Ahuntsic-Cartierville (Montréal),3,4,1,Nouveauté sur le marché,22004534,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/11665-rue-tanguay-ahuntsic-cartierville-22004534.rmx
189 000, Maison de plain-pied à vendre,4870 Rg Frédéric Saint-Félix-de-Valois,1,3,1,Nouveauté sur le marché,23385558,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/4870-rg-frederic-st-felix-de-valois-23385558.rmx
349 000, Maison de plain-pied à vendre,1058 2e Rang Neuville,1,2,1,Nouveauté sur le marché,20987590,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/1058-2e-rang-neuville-20987590.rmx
198 000, Maison à paliers multiples à vendre,1581 Rue des Acacias La Tuque,1,4,1,Nouveauté sur le marché,23464286,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/1581-rue-des-acacias-la-tuque-23464286.rmx
339 900, Maison de plain-pied à vendre,672 Rue Van-Dyck Brossard,1,3,0,Nouveauté sur le marché,23923185,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/672-rue-van-dyck-brossard-23923185.rmx
2 400 par mois, Appartement à louer,101 Rue de la Rotonde  app.1901 Île-des-Soeurs,2,2,0,Nouveauté sur le marché,21267683,https://www.remax-quebec.com//fr/condo-a-louer-montreal/101-rue-de-la-rotonde-ile-des-soeurs-21267683.rmx
199 000, Maison à paliers multiples à vendre,121 Rue Josée Trois-Rivières (Saint-Louis-de-France),2,4,0,Nouveauté sur le marché,13186654,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/121-rue-josee-trois-rivieres-st-louis-de-france-13186654.rmx
249 000, Maison à étages à vendre,1325 Tsse Jacques-Léonard Pointe-aux-Trembles,2,4,1,Nouveauté sur le marché,22774883,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/1325-tsse-jacques-leonard-pointe-aux-trembles-22774883.rmx
209 000, Maison de plain-pied à vendre,2966 Rue d'Angoulême Sorel-Tracy (Tracy),2,4,0,Nouveauté sur le marché,28918456,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/2966-rue-d-angouleme-sorel-tracy-tracy-28918456.rmx
574 900, Maison à étages à vendre,242 Rue Elizabeth Rosemère,3,3,1,Nouveauté sur le marché,9309319,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/242-rue-elizabeth-rosemere-9309319.rmx
324 900, Maison de plain-pied à vendre,77 Av. des Hirondelles Saint-Basile-le-Grand,1,3,1,Nouveauté sur le marché,11708876,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/77-av-des-hirondelles-st-basile-le-grand-11708876.rmx
139 000, Maison à un étage et demi à vendre,3315 Ch. des Milans Bécancour (Bécancour),1,6,0,Nouveauté sur le marché,17711462,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/3315-ch-des-milans-becancour-becancour-17711462.rmx
439 000, Maison à étages à vendre,1569 Rue Laflamme Longueuil,1,3,1,Nouveauté sur le marché,28951902,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/1569-rue-laflamme-longueuil-28951902.rmx
329 900, Maison de plain-pied à vendre,26 Rue Maurice-Tessier Blainville,2,3,0,Nouveauté sur le marché,25105558,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/26-rue-maurice-tessier-blainville-25105558.rmx
1 300 par mois, Appartement à louer,7160 Rue du Chardonneret Brossard,1,2,0,Nouveauté sur le marché,26662395,https://www.remax-quebec.com//fr/condo-a-louer/7160-rue-du-chardonneret-brossard-26662395.rmx
174 900, Maison à un étage et demi à vendre,786 5e Rang Saint-Bernard-de-Michaudville,1,3,0,Nouveauté sur le marché,17071919,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/786-5e-rang-st-bernard-de-michaudville-17071919.rmx
199 000, Maison de plain-pied à vendre,789 Rue Cowie Granby,2,3,0,Nouveauté sur le marché,27026700,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/789-rue-cowie-granby-27026700.rmx
375 000, Maison de plain-pied à vendre,2655 Crois. Anjou Brossard,2,4,0,Nouveauté sur le marché,23580702,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/2655-crois-anjou-brossard-23580702.rmx
174 900, Maison de plain-pied à vendre,33 Rue de la Terrasse Pont-Rouge,2,3,1,Nouveauté sur le marché,28329501,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/33-rue-de-la-terrasse-pont-rouge-28329501.rmx
69 000, Maison mobile à vendre,73 Rue Tremblay Forestville,1,3,0,Nouveauté sur le marché,16496067,https://www.remax-quebec.com//fr/maison-mobile-a-vendre/73-rue-tremblay-forestville-16496067.rmx
299 500, Maison de plain-pied à vendre,114 5e Avenue S. Saint-Gédéon-de-Beauce,2,5,0,Nouveauté sur le marché,10942613,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/114-5e-avenue-s-st-gedeon-de-beauce-10942613.rmx
325 000, Maison de plain-pied à vendre,159 11e Rue Montmagny,2,3,0,Nouveauté sur le marché,17350902,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/159-11e-rue-montmagny-17350902.rmx
225 000, Maison de plain-pied à vendre,790 Av. de la Chaudière Saint-Georges (Beauce),1,3,0,Nouveauté sur le marché,27396847,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/790-av-de-la-chaudiere-st-georges-beauce-27396847.rmx
539 000, Appartement à vendre,16 Rue des Jardins-Mérici  app.544 La Cité-Limoilou (Montcalm),2,2,0,Nouveauté sur le marché,17308343,https://www.remax-quebec.com//fr/condo-a-vendre-region-de-quebec/16-rue-des-jardins-merici-montcalm-17308343.rmx
145 500, Appartement à vendre,527 Rue Borduas  app.6 Repentigny (Le Gardeur),1,2,0,Nouveauté sur le marché,13958798,https://www.remax-quebec.com//fr/condo-a-vendre/527-rue-borduas-repentigny-le-gardeur-13958798.rmx
469 000, Maison à étages à vendre,1118 Rue Jean-Lesage Sainte-Julie,2,4,1,Nouveauté sur le marché,16685939,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/1118-rue-jean-lesage-ste-julie-16685939.rmx
799 800, Maison à étages à vendre,71 Ch. William L'Ange-Gardien,2,4,1,Nouveauté sur le marché,14933112,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/71-ch-william-l-ange-gardien-14933112.rmx
399 900, Maison à étages à vendre,35 Rue des Merisiers Gatineau,2,3,0,Nouveauté sur le marché,13966341,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/35-rue-des-merisiers-gatineau-13966341.rmx
449 000, Maison à paliers multiples à vendre,7780 Av. des Vendéens Anjou,1,3,0,Nouveauté sur le marché,13852212,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/7780-av-des-vendeens-anjou-13852212.rmx
139 900, Appartement à vendre,34 Rue Louis-Jolliet  app.204 Saint-Jérôme,1,2,0,Nouveauté sur le marché,19158648,https://www.remax-quebec.com//fr/condo-a-vendre-laurentides/34-rue-louis-jolliet-st-jerome-19158648.rmx
197 500, Maison de plain-pied à vendre,11 Rue Calvé Saint-Côme,2,2,0,Nouveauté sur le marché,9953552,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/11-rue-calve-st-come-9953552.rmx
154 900, Appartement à vendre,6 Rue de la Terrasse-Goyer  app.19 Deux-Montagnes,1,2,0,Nouveauté sur le marché,13065547,https://www.remax-quebec.com//fr/condo-a-vendre-laval-rive-nord/6-rue-de-la-terrasse-goyer-deux-montagnes-13065547.rmx
309 900, Maison de plain-pied à vendre,822 Route 309 S. Notre-Dame-de-Pontmain,2,0,0,Nouveauté sur le marché,16423029,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/822-route-309-s-notre-dame-de-pontmain-16423029.rmx
227 000, Maison de plain-pied à vendre,288 Place des Terrasses Auteuil (Laval),1,3,0,Nouveauté sur le marché,14774250,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/288-place-des-terrasses-auteuil-14774250.rmx
439 900, Maison à étages à vendre,3150 Rue du Sumac Saint-Bruno-de-Montarville,2,4,1,Nouveauté sur le marché,11632705,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/3150-rue-du-sumac-st-bruno-de-montarville-11632705.rmx
369 900, Maison de plain-pied à vendre,242 Rue Viel Saint-Bruno-de-Montarville,1,3,1,Nouveauté sur le marché,22085539,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/242-rue-viel-st-bruno-de-montarville-22085539.rmx
449 000, Maison à étages à vendre,1762 Ch. Royal Saint-Pierre-de-l'Île-d'Orléans,2,4,0,Nouveauté sur le marché,23564073,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/1762-ch-royal-st-pierre-de-l-ile-d-orleans-23564073.rmx
449 000, Appartement à vendre,6019 - 2 2e Avenue Rosemont/La Petite-Patrie (Rosemont Nord),1,2,1,Nouveauté sur le marché,14840748,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/6019-2-2e-avenue-rosemont-la-petite-patrie-rosemont-nord-14840748.rmx
